,Buechberg,Crêtelongue,Davos,Ermensee,Gossau,Hasle,Kestenholz,Lamone,Maienfeld,Marthalen,Massongex,Niederbipp,Oberglatt,Oberwichtrach,Poschiavo,Samedan B,Schaffhausen,Sennwald,Soral,Trub,Utzenstorf,Visp,Volketswil,Vétroz,Wila,Wilchingen,Worben,Zürich
1990-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.012950295,0.0,0.0,0.0,0.0,0.010637657,0.00033855706,0.0,0.0,0.0,0.0,0.0,0.055082854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012291138
1990-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.05180118,0.0,0.0,0.0,0.0,0.042550627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-02-25,0.08149132,0.033993833,0.0,0.012714823,0.28975913,0.0006612093,0.0,0.0,0.0,0.026694892,0.19247244,0.0,0.07688193,0.45114985,0.0,0.0,0.060164545,0.97544473,0.0,0.16545509,0.0,0.0,0.00725572,0.0,0.025446093,0.00016817212,0.33514175,0.0021380608
1990-02-26,17.939882,15.988187,11.442639,12.809446,26.750885,6.4318795,13.703798,0.4074911,7.3163667,20.194725,7.8608775,13.758921,24.51013,2.647595,3.8828337,2.3799982,20.557423,20.376083,7.7079115,6.6874456,10.977031,8.078785,19.038624,4.396164,27.588463,23.774849,13.888627,17.29476
1990-02-27,17.916021,16.73644,27.7512,16.838333,21.069368,19.115654,14.853631,0.46973234,19.456636,21.78429,10.207764,15.688561,22.05048,16.985706,14.468107,5.821928,18.72258,25.35734,12.656409,19.795713,17.471598,4.707424,20.926062,2.9293342,22.931719,21.62001,14.427497,19.538479
1990-02-28,15.574518,34.58866,27.738283,15.846077,14.834363,15.56351,20.69921,0.00017885216,33.407104,20.059061,19.43962,20.411394,18.404331,12.045939,1.1969007,2.9601147,19.023214,27.14283,18.033958,19.514364,20.608067,17.08931,10.929921,14.219573,14.116386,25.08314,23.490824,12.06431
1990-03-01,2.394294,5.20803,3.6247516,5.348284,5.0526047,3.1140594,4.9456673,0.008343432,8.342077,3.257653,5.888117,4.631271,1.765164,5.727738,0.0,0.15551616,2.8228884,10.021919,4.003993,8.89906,2.8335114,1.8775436,4.079991,2.2652962,3.946008,3.5058486,2.8683412,4.0307426
1990-03-02,0.14785632,2.0452738,5.47895,0.40134725,4.2145343,4.248818,3.1175213,0.0,7.713327,0.10035702,2.897307,3.6330261,0.29766732,2.6072915,0.34869903,0.2169219,0.26510724,3.1963947,1.8235874,6.517735,3.1138704,0.5465864,0.5169595,0.11651177,1.0857693,0.33295164,0.6219354,0.66897434
1990-03-03,0.0,0.0,0.008593693,0.0,0.004384366,0.0,0.0,0.0,0.042717062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024499957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011799398,0.0,0.0,0.0,0.0,0.0,0.00017345329,0.0
1990-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022017255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014071771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-03-08,0.0,4.626917,0.017187387,0.34679738,0.066882655,0.5089419,0.0051178257,1.1595367,0.0071114744,0.0,8.468365,0.0103139505,0.031338505,1.7605472,0.9993436,0.957375,0.0,0.46532732,1.1648955,3.3207002,0.041029453,1.0305257,0.26706597,8.354671,0.5050928,0.15219693,0.9681793,0.17609018
1990-03-09,0.0,0.59818554,1.0849658,0.0,0.0,0.0,0.0,3.0363796,0.11703073,0.0,0.3143331,0.0,0.0,0.035278272,0.6287462,0.8627151,0.0,0.0005986826,0.05902813,0.030176306,0.0,0.21957625,0.0,0.6106088,0.0,0.0,0.003564857,1.3747479e-05
1990-03-10,0.0,0.0,0.017187387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011973652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10524955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-03-13,0.0,0.0,0.0,0.012357793,2.5330524,0.0006720715,0.0,0.0,0.054221872,0.04235824,0.0,0.0,0.03972565,0.032767244,0.0,0.0,0.0,0.36867708,0.0,0.42690367,0.0,0.0,0.0022136346,0.0,0.286368,0.10198043,0.0,0.0
1990-03-14,3.8719592,1.984329,0.031519964,8.140265,16.095303,3.155177,2.1899571,0.0,0.058107655,4.1303864,7.3976865,2.086009,4.328392,12.9514475,0.0,0.0017671145,3.8747325,4.261931,0.23611252,12.1197195,1.4874594,2.8679633,8.400758,1.9823787,8.943202,5.019078,3.0599236,5.6896434
1990-03-15,0.018110406,0.0,0.0,0.0,0.03727986,0.0,0.0037648645,0.0,0.0,0.034385588,0.0,0.000465941,0.0,0.0,0.0,0.0,0.0065560774,0.0,0.0,0.00018418732,0.011799398,0.0,0.0,0.0,0.0,0.0,0.025724547,0.0
1990-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0018824323,0.0,0.0,0.0,0.0,0.0002329705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066534113,0.0,0.0,0.0,0.0,0.0
1990-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-03-20,1.40774,3.5380895,0.1360717,4.091405,1.7946733,2.4657958,1.8224413,0.0,2.6534212,1.2382557,1.083566,1.8937697,0.9011033,2.4996638,0.0,0.0,1.1362163,3.7269104,0.1551858,3.7309554,2.0333598,2.6858668,2.240263,2.1035528,2.2524762,0.7459977,1.5242872,2.1599493
1990-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058447206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011799398,0.0,0.0,0.0,0.0,0.0,0.00017345329,0.0
1990-03-22,5.4216695,4.364177,1.5261805,14.133607,18.415863,12.724306,8.308341,0.0,3.0456924,4.088049,7.920155,8.4891405,5.751657,10.776976,0.0,0.0013253359,4.4423623,9.836663,0.8440649,18.361214,7.9532757,2.1569698,12.554118,4.0605817,16.68337,3.1789036,2.8519282,9.835202
1990-03-23,0.0,0.113350585,0.4933318,0.024715586,2.8449483,0.0016129715,0.0313085,0.0,0.4871641,0.002921705,5.208755,0.032227006,0.15758267,1.3931578,0.0,0.62595546,0.0,0.945978,0.0,2.222038,0.0062206998,0.034269225,0.08414615,0.7133894,1.0511155,0.0,0.0,0.3190063
1990-03-24,1.2966179,0.0,1.9151309,0.14829352,0.025330683,0.59758615,0.78292894,0.0,0.07941871,0.42898062,0.0,0.80098027,0.8246924,0.44257745,0.0,0.0065008956,1.5220913,0.27210504,0.0,0.60634655,0.73670906,0.0,0.09255494,0.0,0.41176927,1.2960657,0.0020814394,0.23785725
1990-03-25,1.0697002,0.48159802,0.5886877,2.52374,13.103062,2.190007,1.1213275,0.0,1.1981661,2.3176186,1.2571571,0.9728787,3.0489113,3.8720143,0.36208797,0.417788,0.90182555,5.787566,0.5482184,4.887972,0.40418825,0.0,7.330746,0.022977449,10.554902,0.21950372,0.91314,4.1753874
