,Crêtelongue,Davos,Ermensee,Hasle,Lamone,Maienfeld,Massongex,Oberwichtrach,Poschiavo,Schaffhausen,Sennwald,Visp,Vétroz,Zürich,Wila,Oberglatt,Worben,Utzenstorf,Marthalen
1997-06-09,484.72,1668.606,462.769,638.416,,565.535,457.744,549.498,,383.404,420.793,666.567,484.72,412.319,523.975,0.291,434.162,,0.07471428571428572
1997-06-10,484.81,1668.6,462.766,638.216,,565.546,457.876,549.319,,383.414,420.827,666.638,484.81,412.284,523.839,0.268,434.145,,0.07342857142857143
1997-06-11,484.919,1668.613,462.763,638.163,,565.574,458.001,549.31,,383.426,420.851,666.735,484.919,412.283,523.824,0.275,434.137,,0.0688
1997-06-12,485.028,1668.641,462.768,638.949,,565.673,458.146,549.795,,383.446,420.978,666.773,485.028,412.329,523.824,0.29,434.132,,0.0932
1997-06-13,484.984,1668.629,462.788,638.501,,565.666,458.082,549.908,,383.473,421.022,666.676,484.984,412.337,523.844,0.332,434.139,,0.248
1997-06-14,484.713,1668.577,462.794,638.498,,565.402,457.665,549.601,,383.481,420.778,666.527,484.713,412.363,523.972,0.337,434.139,,0.13267857142857142
1997-06-15,484.545,1668.569,462.793,638.451,,565.176,457.447,549.462,,383.493,420.34,666.369,484.545,412.372,523.997,0.28,434.135,,0.10038461538461538
1997-06-16,484.701,1668.562,462.792,638.378,,565.422,457.695,549.291,,383.496,420.594,666.554,484.701,412.3,523.874,0.269,434.133,,0.09191666666666666
1997-06-17,484.765,1668.604,462.791,638.447,,565.497,457.779,549.275,,383.489,420.755,666.601,484.765,412.353,523.887,0.299,434.131,,0.08722222222222223
1997-06-18,484.659,1668.581,462.81,638.408,,565.436,457.704,549.272,,383.502,420.817,666.546,484.659,412.455,524.03,0.371,434.127,,0.0801111111111111
1997-06-19,484.611,1668.543,462.816,638.372,,565.393,457.613,549.202,,383.515,420.655,666.513,484.611,412.39,523.934,0.31,434.129,,0.0874375
1997-06-20,484.461,1668.531,462.83,638.459,,565.394,457.443,549.229,,383.52,420.864,666.391,484.461,412.485,524.092,0.334,434.131,,0.08206666666666668
1997-06-21,484.138,1668.485,462.839,638.428,,565.13,456.969,549.19,,383.549,420.444,666.166,484.138,412.404,524.023,0.346,434.199,,0.15248571428571428
1997-06-22,484.601,1668.545,462.918,639.023,,566.105,457.412,549.624,,383.586,420.975,666.587,484.601,412.705,524.457,0.54,434.396,,0.22392857142857142
1997-06-23,484.639,1668.524,462.983,638.574,,565.775,457.58,549.692,,383.597,421.195,666.499,484.639,412.523,524.283,0.376,434.249,,0.1292727272727273
1997-06-24,484.444,1668.482,462.994,638.508,,565.392,457.385,549.436,,383.632,420.732,666.408,484.444,412.43,524.293,0.436,434.233,,0.15132352941176472
1997-06-25,484.269,1668.453,463.006,638.505,,565.344,457.18,549.262,,383.666,420.572,666.27,484.269,412.455,524.279,0.399,434.221,,0.12685714285714286
1997-06-26,484.207,1668.451,463.011,638.456,,565.259,457.102,549.143,,383.689,420.505,666.24,484.207,412.396,524.234,0.411,434.209,,0.1400952380952381
1997-06-27,484.123,1668.491,463.009,638.399,,565.443,457.01,549.027,,383.695,420.526,666.189,484.123,412.416,524.322,0.4,434.277,,0.11533333333333333
1997-06-28,483.994,1668.635,463.006,638.355,,566.549,456.747,548.927,,383.702,421.638,666.118,483.994,412.39,524.189,0.385,434.222,,0.10557142857142857
1997-06-29,484.906,1668.702,463.004,638.354,,566.655,457.621,548.879,,383.733,421.563,666.949,484.906,412.322,524.145,0.421,434.224,,0.14208333333333334
1997-06-30,484.948,1668.681,463.007,638.474,,566.346,458.007,549.121,,383.776,421.675,666.647,484.948,412.388,524.222,0.464,434.286,,0.1392258064516129
1997-07-01,484.566,1668.583,463.008,638.394,,565.861,457.471,549.127,,383.82,421.07,666.455,484.566,412.355,524.118,0.409,434.23,,0.1082
1997-07-02,484.419,1668.541,463.003,638.336,,565.574,457.242,549.036,,383.846,420.788,666.369,484.419,412.303,524.04,0.394,434.21,,0.0980952380952381
1997-07-03,484.431,1668.522,463.001,638.344,,565.545,457.318,548.936,,383.844,420.691,666.411,484.431,412.293,523.995,0.387,434.204,,0.10325000000000001
1997-07-04,484.408,1668.53,463.005,638.616,,565.6,457.314,549.083,,383.849,420.689,666.366,484.408,412.334,524.09,0.446,434.222,,0.10552
1997-07-05,484.294,1668.569,463.093,639.085,,566.226,457.079,549.531,,383.86,421.389,666.193,484.294,412.675,524.388,0.585,434.306,,0.18823076923076923
1997-07-06,484.186,1668.552,463.312,639.045,,565.827,456.937,550.102,,383.923,421.612,666.133,484.186,412.937,524.729,0.615,434.327,,0.2876875
1997-07-07,484.31,1668.514,463.375,638.778,,565.72,457.071,550.087,,384.028,421.346,666.275,484.31,413.004,524.672,0.591,434.273,,0.20010526315789473
1997-07-08,484.347,1668.488,463.378,638.562,,565.594,457.092,549.91,,384.085,420.982,666.371,484.347,412.483,524.399,0.556,434.243,,0.15444444444444447
1997-07-09,484.391,1668.485,463.364,638.461,,565.586,457.164,549.517,,384.099,420.818,666.36,484.391,412.386,524.233,0.54,434.226,,0.1278
